f1_macro,accuracy,balanced_accuracy,precision_macro,recall_macro,mcc,kappa,log_loss,feature_set,model,seed,outer_fold
0.9787715557550593,0.97875,0.97875,0.9788111348823324,0.97875,0.9716727396402676,0.9716666666666668,0.063670310399899,FULL_11,LDA_SVM,2027,5
0.9762320254692612,0.97625,0.97625,0.9769364828606536,0.97625,0.968577526367149,0.9683333333333334,0.0645260094168944,FULL_11,LDA_SVM,2028,1
0.985,0.985,0.985,0.985,0.985,0.98,0.98,0.0464195698200076,FULL_11,LDA_SVM,2028,2
0.9812405030046462,0.98125,0.98125,0.9817192314436736,0.98125,0.9751645729086892,0.975,0.063664456743195,FULL_11,LDA_SVM,2028,3
0.9824929971988796,0.9825,0.9825,0.982872596153846,0.9825,0.9767969149391224,0.9766666666666668,0.0514402823670953,FULL_11,LDA_SVM,2028,4
0.9737419584747828,0.97375,0.97375,0.9740244299266602,0.97375,0.9650985255036412,0.965,0.0930661286051608,FULL_11,LDA_SVM,2028,5
0.966124708549241,0.96625,0.96625,0.9669277339465522,0.96625,0.9553125179207996,0.955,0.1153091400945767,FULL_11,LDA_Shrinkage,2026,1
0.9712411926152384,0.97125,0.97125,0.9715213636704964,0.97125,0.961764851840416,0.9616666666666668,0.0864000511757213,FULL_11,LDA_Shrinkage,2026,2
0.9837417692706932,0.98375,0.98375,0.9842243042160376,0.98375,0.9784984688844456,0.9783333333333332,0.0645607458163348,FULL_11,LDA_Shrinkage,2026,3
0.9635097287519164,0.96375,0.96375,0.9640679238202458,0.96375,0.951930467286086,0.9516666666666668,0.1178478328781103,FULL_11,LDA_Shrinkage,2026,4
0.9522251184270036,0.9525,0.9525,0.954061449722954,0.9525,0.9373777812173364,0.9366666666666666,0.1239473200930242,FULL_11,LDA_Shrinkage,2026,5
0.972403039527186,0.9725,0.9725,0.9737498993908114,0.9725,0.9638173715162212,0.9633333333333334,0.1024030806212348,FULL_11,LDA_Shrinkage,2027,1
0.9609841801021516,0.96125,0.96125,0.962654213775376,0.96125,0.9489800463516186,0.9483333333333334,0.0960277058743488,FULL_11,LDA_Shrinkage,2027,2
0.9649310795831127,0.965,0.965,0.9650444971521572,0.965,0.9533949087429598,0.9533333333333334,0.1012756555547599,FULL_11,LDA_Shrinkage,2027,3
0.9661436079792364,0.96625,0.96625,0.967283624816056,0.96625,0.9554200790932876,0.955,0.1143657174308643,FULL_11,LDA_Shrinkage,2027,4
0.9699426720267476,0.97,0.97,0.9702236102098204,0.97,0.9601140203102696,0.96,0.0965936123780115,FULL_11,LDA_Shrinkage,2027,5
0.9662583615901577,0.96625,0.96625,0.9671175199344212,0.96625,0.9552926031714448,0.955,0.1054135833430919,FULL_11,LDA_Shrinkage,2028,1
0.9725066355199912,0.9725,0.9725,0.9729428329346091,0.9725,0.9634798737081482,0.9633333333333334,0.0767564678570593,FULL_11,LDA_Shrinkage,2028,2
0.9774138357983836,0.9775,0.9775,0.9778385176574338,0.9775,0.9701697945723756,0.97,0.0854637771708112,FULL_11,LDA_Shrinkage,2028,3
0.9647766192368776,0.965,0.965,0.9658527753226004,0.965,0.953764611927287,0.9533333333333334,0.0951521347448481,FULL_11,LDA_Shrinkage,2028,4
0.9547256708914378,0.955,0.955,0.9557231570331536,0.955,0.9404252467255068,0.94,0.1510020764383891,FULL_11,LDA_Shrinkage,2028,5
0.9812489452531704,0.98125,0.98125,0.981302042959666,0.98125,0.9750182817641764,0.975,0.0512998785671523,FULL_11,LDA_XGBoost,2026,1
0.98,0.98,0.98,0.98,0.98,0.9733333333333334,0.9733333333333334,0.0478319765652527,FULL_11,LDA_XGBoost,2026,2
0.9824986518864398,0.9825,0.9825,0.982935855263158,0.9825,0.9768152352819636,0.9766666666666668,0.0478218108776644,FULL_11,LDA_XGBoost,2026,3
0.9837115969666628,0.98375,0.98375,0.9841191870891216,0.98375,0.9784821554786904,0.9783333333333332,0.0593126006845141,FULL_11,LDA_XGBoost,2026,4
0.9737458977965308,0.97375,0.97375,0.9738899312070044,0.97375,0.9650502643436024,0.965,0.0690704911866741,FULL_11,LDA_XGBoost,2026,5
0.9787275309545708,0.97875,0.97875,0.9797205694057392,0.97875,0.9720089550872392,0.9716666666666668,0.0470318032352769,FULL_11,LDA_XGBoost,2027,1
0.9799994999874996,0.98,0.98,0.98002300230023,0.98,0.9733414445458348,0.9733333333333334,0.0560225253000685,FULL_11,LDA_XGBoost,2027,2
0.9824778505996316,0.9825,0.9825,0.9824739936680236,0.9825,0.9766727708905604,0.9766666666666668,0.0511275414638003,FULL_11,LDA_XGBoost,2027,3
0.9762486639873492,0.97625,0.97625,0.976300917706484,0.97625,0.968351490093994,0.9683333333333334,0.0710950749849138,FULL_11,LDA_XGBoost,2027,4
0.977527774660532,0.9775,0.9775,0.9775735111199562,0.9775,0.9700060625568364,0.97,0.0755008609329991,FULL_11,LDA_XGBoost,2027,5
0.9737818176816968,0.97375,0.97375,0.9740431066518024,0.97375,0.965078415807056,0.965,0.070583167938663,FULL_11,LDA_XGBoost,2028,1
0.9837498984368652,0.98375,0.98375,0.9837558438960974,0.98375,0.9783353715341472,0.9783333333333332,0.0513852766239851,FULL_11,LDA_XGBoost,2028,2
0.98,0.98,0.98,0.98,0.98,0.9733333333333334,0.9733333333333334,0.043239513479726,FULL_11,LDA_XGBoost,2028,3
0.9874987498749874,0.9875,0.9875,0.987595038015206,0.9875,0.983366112750091,0.9833333333333332,0.0631680531108687,FULL_11,LDA_XGBoost,2028,4
